Noun,A+N,F+N,all+N,O-Den,Bare Singular,Bare Plural,Non-Denumerators,a/an,number,digits,plural numeral,approximative,comparative,round numbers,imprecise quantifier,precise quantifier,non denumerating quantifier,measure,non quantificational,partitive,the,N/A,Celex_Countable,Celex_Uncountable,Noun Count,Plural Noun Percentage
active,0.25,0,0,0.083333333,0.273,0.432,0.666666667,0.083333333,0,0.166666667,0,0,0,0,0,0.083333333,0,0,0,0,0.666666667,0,0,0,55,0.527
activist,0.463547995,0.100850547,0,0.106925881,0.046,0.471,0.311057108,0.438031592,0.068043742,0.021871203,0.017010936,0.000607533,0.005467801,0.001215067,0.089914945,0.029161604,0,0,0.092952612,0,0.217496962,0.013973269,1,0,5835,0.632
activity,0.201026444,0.03888309,0.011395268,0.141875435,0.223,0.327,0.607080724,0.19250174,0.032359081,0.01322199,0.000608907,8.70E-05,0.000608907,0,0.038100209,0.10690675,0,0.00026096,0.176148225,0,0.430671538,0.008437717,1,1,46493,0.558
actor,0.352858856,0.029188325,0,0.100959616,0.078,0.307,0.509196321,0.346461415,0.053378649,0.010795682,0.00119952,0.00039984,0.00179928,0.00059976,0.025589764,0.043382647,0,0.00039984,0.053978409,0,0.454418233,0.006597361,1,0,10560,0.511
actress,0.483695652,0.0125,0,0.05326087,0.242,0.079,0.444021739,0.479347826,0.026630435,0.006521739,0.001630435,0,0,0,0.011956522,0.023369565,0,0.000543478,0.043478261,0,0.4,0.006521739,1,0,3752,0.133
acts,0.058823529,0,0,0.117647059,0.167,0,0.647058824,0,0.058823529,0.117647059,0,0,0,0,0,0,0,0,0,0,0.647058824,0.176470588,0,0,55,0
actuality,0.246575342,0,0,0.054794521,0.594,0.067,0.698630137,0.232876712,0.01369863,0.01369863,0,0,0,0,0,0.04109589,0,0,0.082191781,0,0.616438356,0,1,1,344,0.122
actuary,0.61971831,0,0,0,0.148,0.148,0.38028169,0.61971831,0,0,0,0,0,0,0,0,0,0,0.014084507,0,0.366197183,0,1,0,129,0.217
acuity,0.32183908,0,0,0.011494253,0.517,0.066,0.563218391,0.310344828,0,0.011494253,0,0,0,0,0,0.011494253,0,0,0.045977011,0,0.517241379,0.103448276,0,1,505,0.083
acumen,0.205882353,0,0,0.029411765,0.031,0,0.764705882,0.205882353,0,0,0,0,0,0,0,0.029411765,0,0,0.147058824,0,0.617647059,0,0,1,231,0
acupuncture,0.181818182,0.090909091,0,0,0.785,0.004,0.727272727,0.181818182,0,0,0,0,0,0,0.090909091,0,0,0,0.272727273,0,0.454545455,0,0,1,312,0.003
acuteness,0.4,0,0,0,0.4,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1,15,0
ad,0.348721148,0.018402994,0,0.080474111,0.126,0.324,0.504054897,0.330318153,0.029320025,0.031815346,0.000311915,0,0.00062383,0.002807236,0.014660012,0.03867748,0,0.00062383,0.051466001,0,0.451965066,0.047411104,1,0,8962,0.397
adage,0.163265306,0,0,0.004081633,0.043,0.018,0.832653061,0.163265306,0.004081633,0,0,0,0,0,0,0,0,0,0.053061224,0,0.779591837,0,1,0,292,0.045
adagio,0.227272727,0,0,0,0.354,0,0.772727273,0.227272727,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0.727272727,0,1,0,58,0.034
adam,0.095744681,0,0.015957447,0.015957447,0.804,0.001,0.468085106,0.090425532,0.015957447,0,0,0,0,0,0,0.005319149,0,0.005319149,0.058510638,0,0.404255319,0.404255319,0,0,5781,0.001
adamancy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0
adamant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0.5
adaptability,0.065217391,0,0,0.02173913,0.421,0,0.913043478,0.065217391,0,0.02173913,0,0,0,0,0,0,0,0,0.130434783,0,0.782608696,0,0,1,316,0
adaptation,0.44661191,0.018480493,0,0.055441478,0.301,0.142,0.463039014,0.439425051,0.012320329,0.004106776,0,0,0,0,0.018480493,0.046201232,0,0,0.126283368,0,0.336755647,0.016427105,1,1,2910,0.232
adapter,0.478672986,0.014218009,0,0.037914692,0.101,0.173,0.440758294,0.469194313,0.033175355,0.009478673,0,0,0.004739336,0,0.009478673,0.009478673,0,0,0.018957346,0,0.421800948,0.023696682,1,0,395,0.271
addendum,0.685714286,0,0,0.042857143,0.129,0.022,0.257142857,0.671428571,0.028571429,0.014285714,0,0,0,0,0,0.014285714,0,0,0.085714286,0,0.171428571,0.014285714,1,0,97,0.072
adder,0.362318841,0,0,0.028985507,0.084,0.105,0.608695652,0.347826087,0.028985507,0,0,0,0,0,0,0.014492754,0,0,0.028985507,0,0.579710145,0,1,0,113,0.177
addict,0.655436447,0.044410413,0,0.059724349,0.041,0.378,0.21898928,0.65237366,0.018376723,0.016845329,0.006125574,0,0.001531394,0.007656968,0.035222052,0.024502297,0.001531394,0,0.029096478,0,0.188361409,0.018376723,1,0,1390,0.534
addiction,0.618181818,0.005194805,0,0.018181818,0.463,0.071,0.353246753,0.61038961,0.01038961,0.005194805,0,0,0,0,0.005194805,0.012987013,0,0,0.064935065,0,0.288311688,0.002597403,1,1,2329,0.119
adding-machine,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
addition,0.263330898,0.010226443,0,0.112490869,0.86,0.018,0.607012418,0.258948137,0.021548576,0.005843682,0,0,0,0,0.009861213,0.090942294,0,0,0.03725347,0,0.569758948,0.005843682,1,1,24757,0.033
additive,0,0.040816327,0,0.244897959,0,0.631,0.714285714,0,0.081632653,0,0,0,0,0,0.040816327,0.163265306,0,0,0.204081633,0,0.510204082,0,1,0,335,0.985
address,0.280571429,0.007714286,0.000285714,0.038571429,0.164,0.111,0.627428571,0.282571429,0.019714286,0.012571429,0.000285714,0,0,0.000857143,0.006285714,0.015428571,0,0,0.068857143,0,0.558285714,0.034285714,1,1,10334,0.205
addressee,0.214953271,0,0,0.028037383,0.112,0.084,0.747663551,0.186915888,0.056074766,0,0,0,0,0,0,0.009345794,0,0,0,0,0.747663551,0,1,0,183,0.219
addressograph,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
adenoids,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35,0
adept,0,0,0,0.222222222,0.047,0.453,0.722222222,0.055555556,0.166666667,0.055555556,0,0,0,0,0,0,0,0,0.277777778,0,0.444444444,0,1,0,68,0.853
adequacy,0.006451613,0,0,0,0.306,0,0.993548387,0.006451613,0,0,0,0,0,0,0,0,0,0,0.003225806,0,0.990322581,0,0,1,585,0.003
adherence,0.453703704,0,0.009259259,0.037037037,0.609,0,0.490740741,0.453703704,0,0.009259259,0,0,0,0,0,0.027777778,0,0,0.101851852,0,0.388888889,0.018518519,0,1,1206,0.001
adherent,0.009433962,0.358490566,0,0.08490566,0.002,0.589,0.518867925,0.009433962,0.009433962,0.018867925,0.018867925,0.009433962,0.009433962,0.113207547,0.216981132,0.037735849,0,0,0.141509434,0,0.377358491,0.028301887,1,0,512,0.996
adhesion,0.121212121,0,0,0.060606061,0.497,0.169,0.818181818,0.121212121,0,0.03030303,0,0,0,0,0,0.03030303,0,0,0.121212121,0,0.696969697,0,1,1,238,0.172
adhesive,0.358974359,0,0,0.051282051,0.216,0.241,0.58974359,0.358974359,0.012820513,0.025641026,0,0,0,0,0,0.012820513,0,0,0.102564103,0,0.487179487,0,1,1,207,0.382
adieu,0.5,0,0.333333333,0.166666667,0.773,0,0.333333333,0.5,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0.333333333,0,1,0,68,0
adjective,0.199261993,0.040590406,0,0.21402214,0.034,0.417,0.546125461,0.188191882,0.062730627,0.088560886,0.003690037,0,0,0.011070111,0.029520295,0.070110701,0,0,0.118081181,0,0.409594096,0,1,0,638,0.71
adjournment,0.555555556,0.111111111,0,0,0.5,0,0.333333333,0.555555556,0,0,0,0,0,0,0.111111111,0,0,0,0.111111111,0,0.222222222,0,1,1,24,0.083
adjudication,0.151515152,0,0,0,0.582,0.036,0.787878788,0.151515152,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0.727272727,0.060606061,0,1,226,0.053
adjudicator,0.183333333,0,0,0.1,0.155,0.155,0.716666667,0.166666667,0.033333333,0.016666667,0,0,0,0,0,0.066666667,0,0,0.066666667,0,0.65,0,1,0,108,0.38
adjunct,0.842931937,0.015706806,0,0.031413613,0.082,0.182,0.094240838,0.832460733,0.031413613,0,0,0,0,0,0.015706806,0.010471204,0,0,0.036649215,0,0.057591623,0.015706806,1,0,646,0.116
adjuration,0,0,0,0,0.333,0.333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0.333
adjuster,0.397959184,0.030612245,0,0.051020408,0.08,0.221,0.520408163,0.387755102,0.040816327,0.020408163,0,0,0.010204082,0,0.020408163,0,0,0,0.020408163,0,0.5,0,1,0,169,0.385
adjustment,0.282894737,0.042397661,0,0.084064327,0.346,0.22,0.580409357,0.275584795,0.019736842,0.00877193,0.000730994,0,0,0,0.042397661,0.062134503,0,0,0.179093567,0,0.401315789,0.010233918,1,1,5923,0.287
adjutant,0.272727273,0,0,0.090909091,0.242,0.061,0.636363636,0.272727273,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0.636363636,0,1,0,47,0.085
adman,0.416666667,0,0,0,0.25,0.125,0.5,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.083333333,1,0,27,0.222
administration,0.033856209,0.001176471,6.54E-05,0.010653595,0.115,0.02,0.952222222,0.032941176,0.006797386,0.000457516,0,0,0,6.54E-05,0.001111111,0.004379085,6.54E-05,0,0.021503268,0,0.930653595,0.002026144,1,1,23278,0.039
administrator,0.309718438,0.045413261,0,0.070844687,0.057,0.378,0.559037239,0.293823797,0.034514078,0.0208901,0.002270663,0.000454133,0.000454133,0.000908265,0.043142598,0.030426885,0,0,0.039055404,0,0.519527702,0.013169846,1,0,8214,0.689
admiral,0.223140496,0.002754821,0.002754821,0.016528926,0.315,0.043,0.752066116,0.217630854,0.019283747,0,0,0,0,0,0.002754821,0.002754821,0,0,0.019283747,0,0.732782369,0.005509642,1,0,1182,0.096
admiralty,0,0,0,0,0.113,0,1,0,0,0,0,0,0,0,0,0,0,0,0.016666667,0,0.983333333,0,1,0,123,0.008
admiration,0.32160804,0,0.005025126,0,0.494,0.001,0.673366834,0.32160804,0,0,0,0,0,0,0,0,0,0.005025126,0.145728643,0,0.522613065,0.005025126,0,1,1345,0.001
admirer,0.679856115,0.104316547,0,0.064748201,0.015,0.285,0.147482014,0.625899281,0.068345324,0.007194245,0.007194245,0,0.003597122,0.007194245,0.09352518,0.035971223,0,0,0.068345324,0,0.079136691,0.003597122,1,0,733,0.628
admissibility,0,0,0,0,0.322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,63,0
admission,0.377899045,0.016371078,0.001364256,0.088676671,0.53,0.159,0.482946794,0.375170532,0.017735334,0.055934516,0,0.001364256,0,0.005457026,0.009549795,0.025920873,0,0,0.102319236,0,0.380627558,0.025920873,1,1,5466,0.282
admittance,0.210526316,0,0,0,0.731,0.008,0.736842105,0.210526316,0,0,0,0,0,0,0,0,0,0,0,0,0.736842105,0.052631579,0,1,149,0.013
admixture,0.615384615,0,0,0.019230769,0.136,0.148,0.346153846,0.615384615,0,0,0,0,0,0,0,0.019230769,0,0,0.076923077,0,0.269230769,0.019230769,1,0,81,0.198
admonition,0.221518987,0.012658228,0.006329114,0.050632911,0.075,0.137,0.702531646,0.221518987,0,0,0,0,0.006329114,0,0.006329114,0.050632911,0,0,0.088607595,0,0.613924051,0.012658228,1,1,376,0.338
ado,0.166666667,0,0.166666667,0,0.89,0.012,0.833333333,0.166666667,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.666666667,0,0,1,171,0.012
adobe,0.138888889,0,0,0.027777778,0.494,0.039,0.722222222,0.138888889,0.027777778,0,0,0,0,0,0,0,0,0,0.055555556,0,0.666666667,0.111111111,0,1,645,0.016
adolescence,0.421052632,0,0,0.315789474,0.773,0.001,0.228070175,0.421052632,0,0.298245614,0,0,0,0,0,0.01754386,0,0,0.035087719,0,0.192982456,0.035087719,0,1,1697,0.001
adolescent,0.001412429,0.094632768,0,0.336158192,0.004,0.646,0.494350282,0.002824859,0.040960452,0.127118644,0.002824859,0.001412429,0.002824859,0.009887006,0.080508475,0.169491525,0,0,0.076271186,0,0.416666667,0.06779661,1,0,5667,0.955
adoption,0.08,0.004081633,0,0.028571429,0.409,0.076,0.873469388,0.079183673,0.006530612,0.010612245,0.000816327,0,0.000816327,0,0.003265306,0.011428571,0,0,0.022040816,0,0.851428571,0.013877551,1,1,3921,0.081
adoration,0.072463768,0,0,0,0.41,0.004,0.927536232,0.072463768,0,0,0,0,0,0,0,0,0,0,0.086956522,0,0.84057971,0,0,1,283,0.004
adorer,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,4,0
adornment,0.183673469,0,0,0.06122449,0.352,0.169,0.755102041,0.183673469,0,0,0,0,0,0,0,0.06122449,0,0,0.163265306,0,0.591836735,0,1,1,239,0.343
adrenalin,0.384615385,0,0.076923077,0,0.673,0,0.615384615,0.307692308,0.076923077,0,0,0,0,0,0,0,0,0,0.076923077,0,0.538461538,0,0,1,74,0
adroitness,0,0,0,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,0
adulation,0.098360656,0,0,0,0.377,0,0.901639344,0.098360656,0,0,0,0,0,0,0,0,0,0,0.131147541,0,0.770491803,0,0,1,154,0
adult,0.237567406,0.089874176,0,0.20940683,0.014,0.633,0.388256441,0.221989215,0.108148592,0.067405632,0.001497903,0.003894548,0.005692031,0.01018574,0.067106052,0.0509287,0,0.000898742,0.078789694,0,0.308568005,0.071899341,1,0,13925,0.874
adulterant,1,0,0,0,0,0.333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0.333
adulteration,0.5,0,0,0,0.182,0.091,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.333333333,0,1,1,11,0.091
adulterer,0.553191489,0,0,0.063829787,0.442,0.109,0.255319149,0.553191489,0.042553191,0,0,0,0,0,0,0.021276596,0,0,0.021276596,0,0.234042553,0.127659574,1,0,147,0.143
adulteress,0.814814815,0,0,0,0.061,0.061,0.185185185,0.814814815,0,0,0,0,0,0,0,0,0,0,0,0,0.185185185,0,1,0,33,0.121
adultery,0.037037037,0,0,0,0.791,0.004,0.925925926,0.037037037,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0.814814815,0.037037037,1,1,481,0.015
adulthood,0.620689655,0.034482759,0,0,0.827,0.001,0.275862069,0.620689655,0,0,0,0,0,0.034482759,0,0,0,0,0.068965517,0,0.206896552,0.068965517,0,1,1367,0.001
adumbration,0.333333333,0,0,0,0.167,0.333,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,1,1,6,0.333
advance,0.236456342,0.040152964,0.002549395,0.118546845,0.438,0.266,0.569152326,0.237731039,0.03250478,0.015296367,0.000637349,0,0,0.001274697,0.038878266,0.078393881,0,0,0.066284257,0,0.502868069,0.026131294,1,1,8792,0.34
advancement,0.043055556,0.008333333,0,0.020833333,0.326,0.072,0.923611111,0.043055556,0.004166667,0.001388889,0,0,0,0,0.008333333,0.015277778,0,0,0.026388889,0,0.897222222,0.004166667,0,1,1725,0.103
advances,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
advantage,0.352876106,0.047408344,0.000316056,0.070954488,0.366,0.093,0.516750948,0.319532238,0.061788875,0.002370417,0.000158028,0,0,0.000158028,0.047250316,0.040139064,0.000158028,0,0.065581542,0,0.451011378,0.011852086,1,1,14377,0.237
advent,0.002859867,0,0,0.000953289,0.08,0.001,0.9914204,0.002859867,0,0,0,0,0,0,0,0.000953289,0,0,0.002859867,0,0.988560534,0.004766444,0,0,1231,0.003
adventist,0.466666667,0,0,0.133333333,0.439,0.122,0.333333333,0.466666667,0,0.066666667,0,0,0,0,0,0.066666667,0,0,0.133333333,0,0.2,0.066666667,1,0,173,0.04
adventure,0.387869521,0.024464832,0.001019368,0.055045872,0.208,0.141,0.52293578,0.382772681,0.01783894,0.004587156,0.002038736,0,0.000509684,0,0.023955148,0.037716616,0,0.000509684,0.120795107,0,0.401630989,0.00764526,1,1,5468,0.318
adventurer,0.466666667,0.022222222,0,0.077777778,0.081,0.32,0.416666667,0.472222222,0.038888889,0.005555556,0.005555556,0,0.005555556,0,0.016666667,0.033333333,0,0,0.038888889,0,0.372222222,0.005555556,1,0,398,0.457
adventuress,0.5,0,0,0,0.1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.125,0,0.375,0,1,0,11,0
adverb,0.413793103,0.034482759,0,0.137931034,0.083,0.333,0.413793103,0.413793103,0.068965517,0.034482759,0,0,0,0,0.034482759,0.034482759,0,0,0.103448276,0,0.310344828,0,1,0,115,0.617
adverbial,0,0,0,0.5,0,0.471,0.5,0,0.166666667,0.166666667,0,0,0,0,0,0.166666667,0,0,0,0,0.5,0,0,0,17,1
adversary,0.519832985,0.004175365,0,0.058455115,0.026,0.239,0.417536534,0.513569937,0.035490605,0,0,0,0,0,0.004175365,0.029227557,0,0,0.054279749,0,0.363256785,0,1,0,1362,0.476
adversity,0.026666667,0.08,0,0.066666667,0.751,0.041,0.813333333,0.026666667,0,0,0,0,0,0,0.08,0.066666667,0,0,0.32,0,0.493333333,0.013333333,1,1,576,0.069
advert,0.277777778,0.055555556,0,0.222222222,0.326,0.109,0.388888889,0.277777778,0.166666667,0,0,0,0,0,0.055555556,0.111111111,0,0,0,0,0.388888889,0,1,0,50,0.36
advertence,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
advertisement,0.462745098,0.022222222,0,0.066666667,0.038,0.4,0.440522876,0.443137255,0.039215686,0.011764706,0,0,0,0.00130719,0.020915033,0.036601307,0,0,0.05751634,0,0.383006536,0.006535948,1,1,1838,0.613
advertiser,0.194331984,0.105263158,0,0.101214575,0.014,0.629,0.587044534,0.178137652,0.052631579,0.044534413,0.004048583,0,0,0,0.105263158,0.024291498,0,0.004048583,0.101214575,0,0.481781377,0.004048583,1,0,1109,0.834
advertising,0.229166667,0.003472222,0.048611111,0.034722222,0.759,0,0.697916667,0.225694444,0.003472222,0.027777778,0,0,0,0,0.003472222,0.006944444,0,0.003472222,0.163194444,0,0.53125,0.034722222,0,1,5612,0
advice,0.017077799,0.000474383,0.006166983,0.008538899,0.493,0,0.969165085,0.015654649,0.000474383,0.00711575,0,0,0,0,0.000474383,0.002371917,0,0,0.386148008,0,0.583017078,0.004743833,1,1,9645,0.001
advisability,0,0,0,0,0.029,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35,0
adviser,0.640883978,0.035220994,0,0.054558011,0.107,0.163,0.262430939,0.611878453,0.044889503,0.017265193,0.002071823,0.001381215,0.001381215,0,0.032458564,0.019337017,0,0,0.043508287,0,0.218922652,0.006906077,1,0,4271,0.387
advocacy,0.19047619,0.007936508,0,0.015873016,0.57,0.001,0.785714286,0.182539683,0.007936508,0.007936508,0,0,0,0,0.007936508,0.007936508,0,0,0.087301587,0,0.698412698,0,0,1,2789,0.001
advocate,0.49223353,0.057846813,0,0.049276915,0.051,0.461,0.380289234,0.486877343,0.025709695,0.009105517,0,0,0.000535619,0,0.056775576,0.025174076,0,0,0.097482592,0,0.282806642,0.014997322,1,0,5996,0.66
adze,0.666666667,0,0,0,0.091,0.136,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,1,0,26,0.231
aegis,0.024096386,0,0,0,0.089,0,0.975903614,0.018072289,0.006024096,0,0,0,0,0,0,0,0,0,0.006024096,0,0.969879518,0,0,0,249,0
aeon,0.125,0.125,0,0,0.138,0.552,0.75,0.125,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0.625,0,1,0,36,0.611
aeration,0,0,0,0,0.747,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.8,0.1,0,1,187,0
aerial,0,0.111111111,0,0.222222222,0.407,0.247,0.666666667,0,0.222222222,0,0,0,0,0,0.111111111,0,0,0,0,0,0.666666667,0,1,0,114,0.368
aerobatics,0,0,0,0,0.143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0
aerodrome,0.0625,0,0,0,0.087,0,0.9375,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0,1,0,25,0.04
aerodynamics,0,0,0,0,0.021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,156,0
aeronaut,0.333333333,0,0,0,0,0.1,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,1,0,14,0.143
aeronautics,0.019417476,0.009708738,0,0,0.186,0,0.970873786,0.019417476,0,0,0,0,0,0,0.009708738,0,0,0,0,0,0.970873786,0,0,1,207,0
aeroplane,0.411764706,0,0,0.029411765,0.167,0.111,0.558823529,0.411764706,0.029411765,0,0,0,0,0,0,0,0,0,0.029411765,0,0.529411765,0,1,0,56,0.214
aerosol,0.377358491,0,0,0.094339623,0.084,0.516,0.528301887,0.358490566,0.018867925,0,0,0,0,0,0,0.094339623,0,0,0.056603774,0,0.471698113,0,1,0,329,0.426
aerospace,0.16,0.04,0,0.08,0.658,0,0.72,0.16,0.04,0.04,0,0,0,0,0.04,0,0,0,0,0,0.72,0,0,0,839,0
aesthete,0.5,0.058823529,0,0.029411765,0.019,0.288,0.411764706,0.5,0.029411765,0,0,0,0,0,0.058823529,0,0,0,0.029411765,0,0.382352941,0,1,0,56,0.411
aesthetic,0.333333333,0,0,0,0.25,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,54,0
aesthetics,0.226086957,0,0,0.008695652,0.022,0,0.752173913,0.226086957,0.004347826,0,0,0,0,0,0,0.004347826,0,0,0.026086957,0,0.726086957,0.013043478,0,1,1101,0
aetiology,0.038461538,0.038461538,0,0,0.222,0.056,0.923076923,0.038461538,0,0,0,0,0,0,0.038461538,0,0,0,0.038461538,0,0.884615385,0,0,1,36,0.056
affability,0.375,0,0,0,0.378,0,0.625,0.375,0,0,0,0,0,0,0,0,0,0,0.25,0,0.375,0,0,1,37,0
affair,0.519873272,0.005184332,0.000288018,0.021025346,0.022,0.415,0.446428571,0.521313364,0.008064516,0.001728111,0.000288018,0,0.000288018,0,0.004896313,0.013248848,0,0,0.048099078,0,0.398329493,0.00374424,1,0,9684,0.615
affectation,0.692307692,0.015384615,0,0.030769231,0.252,0.079,0.261538462,0.692307692,0,0,0,0,0,0,0.015384615,0.030769231,0,0,0.076923077,0,0.184615385,0,1,1,128,0.164
affection,0.338278932,0,0.005934718,0.008902077,0.469,0.017,0.643916914,0.338278932,0,0,0,0,0,0,0,0.008902077,0,0.002967359,0.160237389,0,0.480712166,0.008902077,1,1,2196,0.114
affidavit,0.6,0.007142857,0,0.046428571,0.01,0.131,0.332142857,0.6,0.017857143,0.010714286,0,0,0.007142857,0,0,0.017857143,0,0,0.017857143,0,0.314285714,0.014285714,1,0,428,0.243
affiliation,0.275641026,0.006410256,0.003205128,0.076923077,0.685,0.063,0.580128205,0.269230769,0.006410256,0.051282051,0,0,0,0,0.006410256,0.025641026,0,0,0.121794872,0,0.458333333,0.060897436,1,1,6314,0.07
affinity,0.676886792,0.004716981,0,0.009433962,0.192,0.105,0.308962264,0.676886792,0,0,0,0,0,0,0.004716981,0.009433962,0,0,0.087264151,0,0.221698113,0,1,1,988,0.175
affirmation,0.535452323,0.004889976,0,0.046454768,0.237,0.087,0.410757946,0.533007335,0.019559902,0.004889976,0,0,0,0.002444988,0.002444988,0.024449878,0,0,0.080684597,0,0.33007335,0.002444988,1,1,852,0.149
affirmative,0,0.125,0,0,0.684,0.105,0.25,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.25,0.625,1,0,91,0.033
affix,0.5,0,0,0,0.143,0.286,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,8,0.5
afflatus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0
affliction,0.417721519,0.025316456,0,0.056962025,0.158,0.118,0.487341772,0.411392405,0.012658228,0,0,0,0,0,0.025316456,0.050632911,0,0,0.158227848,0,0.329113924,0.012658228,1,1,377,0.273
affluence,0.121212121,0,0,0.03030303,0.628,0,0.848484848,0.090909091,0.03030303,0.03030303,0,0,0,0,0,0,0,0,0.181818182,0,0.666666667,0,0,1,352,0
affluent,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0.167
afforestation,0,0,0,0,0.882,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38,0
affray,0.25,0,0,0,0.429,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,1,0,7,0
affricate,1,0,0,0,0.273,0.091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0.333
affront,0.800947867,0,0,0.023696682,0.068,0.048,0.17535545,0.796208531,0.004739336,0,0,0,0,0,0,0.023696682,0,0,0.085308057,0,0.090047393,0,1,0,249,0.08
afghan,0.285714286,0.142857143,0,0.12244898,0.289,0.293,0.37755102,0.275510204,0.030612245,0.020408163,0.030612245,0.010204082,0,0.030612245,0.102040816,0.051020408,0,0,0.112244898,0,0.265306122,0.071428571,1,0,2203,0.042
afghani,0.076923077,0.076923077,0,0.538461538,0.486,0.108,0.307692308,0,0.076923077,0.461538462,0,0,0,0,0.076923077,0.076923077,0,0,0.153846154,0,0.153846154,0,1,0,50,0.24
afghanistan,0.337662338,0,0.038961039,0.064935065,0.823,0,0.519480519,0.298701299,0.025974026,0.038961039,0,0,0,0,0,0.038961039,0,0,0.311688312,0,0.207792208,0.077922078,0,0,6101,0
aficionado,0.518518519,0.092592593,0,0.027777778,0.037,0.562,0.351851852,0.5,0.027777778,0.009259259,0,0,0,0,0.092592593,0.009259259,0,0,0.092592593,0,0.259259259,0.009259259,1,0,339,0.655
aforesaid,0,0,0,0,0.333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0
africa,0.36,0.003076923,0.006153846,0.086153846,0.833,0,0.446153846,0.344615385,0.006153846,0.067692308,0,0,0,0.003076923,0,0.027692308,0,0,0.058461538,0,0.387692308,0.104615385,0,0,16451,0
african,0.08993576,0.164882227,0,0.141327623,0.228,0.472,0.576017131,0.085653105,0.057815846,0.032119914,0.023554604,0.004282655,0.019271949,0.021413276,0.100642398,0.034261242,0,0,0.08137045,0,0.494646681,0.027837259,1,0,4568,0.261
afrikaans,0,0,0,0,0.703,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.666666667,0,0,1,130,0
afrikaner,0.555555556,0,0,0.074074074,0.317,0,0.37037037,0.518518519,0.037037037,0,0,0,0,0,0,0.074074074,0,0,0,0,0.37037037,0,1,0,87,0
afro,0.65,0,0,0.033333333,0.147,0.021,0.316666667,0.65,0.033333333,0,0,0,0,0,0,0,0,0,0.016666667,0,0.3,0,1,0,148,0.034
afro-american,0.028571429,0,0,0.057142857,0.258,0.136,0.914285714,0.028571429,0,0.057142857,0,0,0,0,0,0,0,0,0.028571429,0,0.885714286,0,1,0,117,0.111
afterbirth,0,0,0,0,0.161,0.065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33,0.061
